"TOA5","CR1000_7","CR1000","32128","CR1000.Std.32.05","CPU:JW_UB_wx_v2.CR1","23031","One_Hour"
"TIMESTAMP","RECORD","BattV_Min","AirTC_Avg","RH","DT_Avg","Q_Avg","TCDT_Avg","DBTCDT_Avg","WS_ms_Avg","WindDir","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","SWin_Avg","SWout_Avg","LWin_Avg","LWout_Avg","SWnet_Avg","LWnet_Avg","SWalbedo_Avg","NR_Avg","VWC_5cm_Avg","Ka_5cm_Avg","T_5cm_Avg","BulkEC_5cm_Avg","VWC_10cm_Avg","Ka_10cm_Avg","T_10cm_Avg","BulkEC_10cm_Avg","VWC_20cm_Avg","Ka_20cm_Avg","T_20cm_Avg","BulkEC_20cm_Avg","VWC_30cm_Avg","Ka_30cm_Avg","T_30cm_Avg","BulkEC_30cm_Avg","VWC_40cm_Avg","Ka_40cm_Avg","T_40cm_Avg","BulkEC_40cm_Avg","VWC_50cm_Avg","Ka_50cm_Avg","T_50cm_Avg","BulkEC_50cm_Avg","VWC_60cm_Avg","Ka_60cm_Avg","T_60cm_Avg","BulkEC_60cm_Avg","VWC_75cm_Avg","Ka_75cm_Avg","T_75cm_Avg","BulkEC_75cm_Avg","VWC_100cm_Avg","Ka_100cm_Avg","T_100cm_Avg","BulkEC_100cm_Avg"
"2021-11-18 10:00:00",8,13.04,22.05,15.71,2.761,341.9,2.871,-0.371,0,352.6,0,0,0,-0.253,-0.001,435.8,437.2,-0.254,-1.281,0.013,-1.535,0,0.881,21.8,0.001,0,0.938,21.74,0,0,0.859,21.68,0,0,0.898,21.58,0,0,0.894,21.53,0,0,0.869,21.46,0,0,0.928,21.33,0,0,0.89,21.01,0,0.959,77.81,19.17,0.101
"2021-11-18 11:00:00",9,13.04,22.11,15.33,2.696,308.8,2.803,-0.303,0,352.6,0,0,0,-0.189,-0.002,436.9,438,-0.188,-0.966,0.021,-1.154,0,0.906,21.87,0.001,0,0.95,21.79,0,0,0.86,21.71,0,0,0.92,21.59,0,0,0.874,21.56,0,0,0.904,21.49,0,0,0.938,21.36,0,0,0.878,21.01,0,0.96,77.87,19.12,0.101
"2021-11-18 12:00:00",10,13.04,22.18,14.99,2.691,294.1,2.798,-0.298,0,352.6,0,0,0,-0.184,-0.001,437.2,438.6,-0.184,-1.249,0.012,-1.434,0,0.905,21.98,0.001,0,0.932,21.89,0,0,0.853,21.79,0,0,0.93,21.74,0,0,0.878,21.69,0,0,0.892,21.61,0,0,0.951,21.48,0,0,0.893,21.11,0,0.96,77.96,19.1,0.101
"2021-11-18 13:00:00",11,13.04,22.31,15.2,2.777,323.8,2.888,-0.388,0,352.5,0,0,0,-0.032,-0.002,439.8,439.9,-0.03,0.06,0.065,0.03,0,0.89,22.15,0.001,0,0.94,22.03,0,0,0.862,21.93,0,0,0.912,21.83,0,0,0.88,21.77,0,0,0.889,21.71,0,0,0.941,21.58,0,0,0.885,21.25,0,0.96,77.86,19.11,0.102
"2021-11-18 14:00:00",12,13.04,22.51,15.06,2.802,351.2,2.915,-0.415,0,352.5,0,0,0,-0.002,-0.001,443,442,0.001,1.083,0.083,1.084,0,0.889,22.48,0.001,0,0.952,22.33,0,0,0.846,22.18,0,0,0.943,22.06,0,0,0.903,22.02,0,0,0.892,21.96,0,0,0.919,21.83,0,0,0.881,21.51,0,0.957,77.59,19.21,0.102
"2021-11-18 15:00:00",13,13.03,22.61,14.92,2.864,349.4,2.98,-0.48,0,352.4,0,0,0,-0.131,-0.001,442.4,442.8,-0.131,-0.209,0.054,-0.34,0,0.908,22.67,0.002,0,0.966,22.53,0,0,0.855,22.35,0,0,0.923,22.19,0,0,0.914,22.16,0,0,0.895,22.08,0,0,0.929,21.97,0,0,0.911,21.62,0,0.961,77.98,19.32,0.103
"2021-11-18 16:00:00",14,13.03,22.65,15.38,2.914,311.2,3.033,-0.533,0,352.2,0,0,0,0.103,-0.002,442.1,442.8,0.106,-0.627,0.027,-0.521,0,0.898,22.72,0.002,0,0.965,22.61,0,0,0.868,22.44,0,0,0.946,22.29,0,0,0.915,22.24,0,0,0.889,22.17,0,0,0.947,22.04,0,0,0.888,21.69,0,0.961,78.03,19.39,0.103
"2021-11-19 21:00:00",0,12.86,1.476,53.5,2.074,193.7,2.079,0.251,1.059,254.5,1.059,209.1,68.12,54.28,10.2,279.7,313.2,44.99,-32.72,0.427,12.27,0,0.852,1.58,0,0,0.894,1.656,0,0,0.813,2.001,0,0,0.811,1.421,0,0,0.869,0.638,0,0,1.255,-0.366,0,0.014,2.707,0.074,0,0.044,3.676,0.365,0,0,2.131,1.224,0
"2021-11-19 22:00:00",1,12.86,0.795,51.09,2.077,183.2,2.08,0.25,1.112,216.6,1.112,234.3,30.31,8.73,4.294,278.2,310.5,4.424,-31.41,0.494,-26.98,0,0.877,0.554,0,0,0.898,0.571,0,0,0.834,0.633,0,0,0.832,0.276,0,0,0.863,-0.303,0,0,1.278,-0.737,0,0.012,2.736,0.033,0,0.044,3.744,0.496,0,0,2.146,1.397,0
"2021-11-19 23:00:00",2,12.86,0.733,47.39,2.078,189.8,2.081,0.249,0.831,235.7,0.831,221.7,46.22,6.48,2.941,283.7,309.9,3.526,-25.23,0.457,-21.71,0,0.842,0.285,0,0,0.912,0.227,0,0,0.839,0.121,0,0,0.829,-0.146,0,0,0.862,-0.595,0,0,1.282,-1.052,0,0.01,2.655,0,0,0.043,3.706,0.567,0,0,2.146,1.449,0
"2021-11-20 00:00:00",3,12.86,0.123,54.45,2.081,191.4,2.081,0.249,0.802,182.1,0.802,221.7,44.57,1.93,0.812,279.3,307.7,1.12,-27.34,0.207,-26.22,0,0.89,-0.091,0,0,0.916,-0.148,0,0,0.857,-0.253,0,0,0.853,-0.511,0,0,0.852,-0.943,0,0,1.307,-1.243,0,0.01,2.668,-0.019,0,0.042,3.667,0.6,0,0,2.182,1.474,0
"2021-11-20 01:00:00",4,12.86,-0.659,59.09,2.083,194.6,2.08,0.25,0.723,250.4,0.723,228.6,37.62,-1.114,-0.003,282.1,306.9,-1.109,-24.02,0.003,-25.13,0,0.876,-0.906,0,0,0.891,-0.953,0,0,0.837,-1.038,0,0,0.824,-1.265,0,0,0.85,-1.581,0,0,1.298,-1.502,0,0.007,2.594,-0.043,0,0.045,3.757,0.629,0,0,2.155,1.487,0
"2021-11-20 02:00:00",5,12.85,-1.012,58.06,2.085,195.2,2.081,0.249,0.914,247.6,0.914,228.4,20.04,-1.412,-0.003,271.4,304.9,-1.411,-32.64,0.001,-34.05,0,0.893,-1.385,0,0,0.893,-1.433,0,0,0.839,-1.518,0,0,0.846,-1.717,0,0,0.864,-1.958,0,0,1.312,-1.678,0,0.009,2.65,-0.062,0,0.045,3.751,0.648,0,0,2.135,1.487,0
"2021-11-20 03:00:00",6,12.85,-0.913,53.48,2.084,195.7,2.081,0.249,1.059,238.1,1.059,231,25.71,-1.353,-0.003,273.3,304.7,-1.351,-30.47,0.002,-31.82,0,0.876,-1.445,0,0,0.902,-1.511,0,0,0.847,-1.606,0,0,0.858,-1.8,0,0,0.85,-2.047,0,0,1.289,-1.852,0,0.008,2.619,-0.077,0,0.045,3.756,0.667,0,0,2.154,1.492,0
"2021-11-20 04:00:00",7,12.85,-0.77,53.26,2.084,196.2,2.081,0.249,1.021,226.5,1.021,224.3,23.64,-1.386,-0.004,273,304.4,-1.385,-30.37,0.002,-31.76,0,0.872,-1.31,0,0,0.908,-1.386,0,0,0.852,-1.49,0,0,0.835,-1.708,0,0,0.843,-1.997,0,0,1.302,-1.955,0,0.007,2.585,-0.091,0,0.045,3.779,0.681,0,0,2.127,1.492,0
"2021-11-20 05:00:00",8,12.84,-0.837,54.46,2.085,197.3,2.081,0.249,0.956,187,0.956,228.3,25.85,-1.307,0,274.6,304.4,-1.303,-28.69,0.001,-30,0,0.894,-1.366,0,0,0.914,-1.438,0,0,0.84,-1.542,0,0,0.837,-1.764,0,0,0.84,-2.048,0,0,1.283,-2.035,0,0.008,2.602,-0.096,0,0.046,3.813,0.696,0,0,2.148,1.492,0
"2021-11-20 06:00:00",9,12.84,-0.632,55.03,2.084,197.3,2.082,0.248,0.712,221.6,0.712,237.7,25.86,-0.596,-0.003,294.7,307.1,-0.594,-11.55,0.005,-12.14,0,0.899,-1.211,0,0,0.915,-1.291,0,0,0.838,-1.4,0,0,0.844,-1.613,0,0,0.842,-1.883,0,0,1.266,-2.008,0,0.007,2.581,-0.1,0,0.046,3.796,0.711,0,0,2.149,1.492,0
"2021-11-20 07:00:00",10,12.84,-0.628,60.62,2.084,199.1,2.082,0.248,0.487,239.1,0.487,225.5,36.72,-0.305,-0.002,305.1,309,-0.307,-3.21,0.008,-3.516,0,0.871,-1.035,0,0,0.889,-1.115,0,0,0.849,-1.21,0,0,0.833,-1.414,0,0,0.85,-1.655,0,0,1.299,-1.823,0,0.006,2.56,-0.076,0,0.046,3.788,0.715,0,0,2.13,1.497,0
"2021-11-20 08:00:00",11,12.84,-1.375,68,2.088,199.3,2.083,0.247,0.266,172.3,0.266,225.9,38.36,-0.379,-0.002,302.8,308.3,-0.377,-4.43,0.007,-4.807,0,0.884,-1.373,0,0,0.893,-1.42,0,0,0.856,-1.476,0,0,0.832,-1.645,0,0,0.83,-1.81,0,0,1.276,-1.669,0,0.007,2.591,-0.066,0,0.044,3.73,0.72,0,0,2.147,1.497,0
"2021-11-20 09:00:00",12,12.84,-2.047,69.26,2.095,203.9,2.087,0.243,0.139,217,0.139,215.3,43.69,-0.355,-0.003,300.1,305.7,-0.355,-4.906,0.004,-5.261,0,0.877,-1.985,0,0,0.897,-1.994,0,0,0.835,-2.027,0,0,0.817,-2.149,0,0,0.84,-2.223,0,0,1.287,-1.685,0,0.008,2.601,-0.062,0,0.045,3.753,0.72,0,0,2.134,1.492,0
"2021-11-20 10:00:00",13,12.83,-2.439,82.8,2.099,214.8,2.09,0.24,0.123,202.8,0.123,216.8,20.33,-0.382,-0.001,299.8,305.2,-0.38,-4.621,0.009,-5.001,0,0.895,-2.373,0,0,0.906,-2.377,0,0,0.825,-2.381,0,0,0.848,-2.48,0,0,0.839,-2.478,0,0,1.296,-1.723,0,0.006,2.559,-0.053,0,0.047,3.827,0.725,0,0,2.132,1.502,0
"2021-11-20 11:00:00",14,12.83,-3.314,85.8,2.091,222.4,2.078,0.252,0.089,228.9,0.089,235.4,33.28,-0.74,-0.001,297,303.9,-0.737,-6.017,0.001,-6.755,0,0.87,-3.014,0,0,0.896,-3.015,0,0,0.859,-2.953,0,0,0.825,-3.018,0,0,0.845,-2.918,0,0,1.295,-1.765,0,0.006,2.558,-0.062,0,0.043,3.704,0.739,0,0,2.132,1.492,0
"2021-11-20 12:00:00",15,12.83,-3.376,89.1,2.088,219.3,2.075,0.255,0.014,160.1,0.014,226.5,22.01,-0.589,-0.001,297.7,303.8,-0.594,-5.253,0.002,-5.846,0,0.859,-3.266,0,0,0.895,-3.28,0,0,0.832,-3.214,0,0,0.832,-3.252,0,0,0.833,-3.077,0,0,1.293,-1.802,0,0.006,2.562,-0.048,0,0.044,3.741,0.73,0,0,2.154,1.493,0
"2021-11-20 13:00:00",16,12.82,-3.588,92.3,2.076,210.5,2.062,0.268,0.032,188,0.032,210.2,29.38,-0.392,0,297.5,302.9,-0.392,-4.413,0.007,-4.805,0,0.866,-3.396,0,0,0.866,-3.415,0,0,0.837,-3.349,0,0,0.826,-3.372,0,0,0.813,-3.16,0,0,1.268,-1.778,0,0.006,2.558,-0.052,0,0.044,3.746,0.724,0,0,2.131,1.497,0
"2021-11-20 14:00:00",17,12.82,-3.891,92.5,2.023,228.7,2.008,0.322,0.109,188.9,0.109,211.1,14.19,-0.175,-0.001,297.9,301.8,-0.174,-2.844,0.006,-3.017,0,0.859,-3.673,0,0,0.904,-3.702,0,0,0.849,-3.64,0,0,0.84,-3.668,0,0,0.829,-3.399,0,0,1.293,-1.745,0,0.006,2.556,-0.048,0,0.045,3.768,0.73,0,0,2.128,1.492,0
"2021-11-20 15:00:00",18,12.82,-3.847,92.2,2.042,228.9,2.028,0.302,0.042,214,0.042,215.4,20.26,10.41,5.222,299.7,302.1,5.182,-1.488,0.439,3.695,0,0.872,-3.728,0,0,0.885,-3.756,0,0,0.823,-3.699,0,0,0.849,-3.709,0,0,0.854,-3.356,0,0,1.302,-1.663,0,0.005,2.527,-0.042,0,0.047,3.834,0.73,0,0,2.136,1.492,0
"2021-11-20 16:00:00",19,12.82,-3.494,91.8,2.034,263.3,2.021,0.309,0.011,241.2,0.011,223.9,13.07,21.25,11.42,301.6,303.1,9.83,-0.744,0.536,9.09,0,0.866,-3.219,0,0,0.891,-3.252,0,0,0.829,-3.171,0,0,0.829,-3.181,0,0,0.838,-2.842,0,0,1.296,-1.506,0,0.005,2.518,-0.023,0,0.044,3.732,0.734,0,0,2.135,1.492,0
"2021-11-20 17:00:00",20,12.8,-3.15,90.7,2.023,272.2,2.012,0.318,0.026,156.8,0.026,227.7,32.12,30.15,16.46,303.6,304.3,13.7,-0.09,0.546,13.61,0,0.879,-2.71,0,0,0.897,-2.704,0,0,0.866,-2.6,0,0,0.836,-2.619,0,0,0.852,-2.342,0,0,1.293,-1.301,0,0.005,2.535,-0.004,0,0.044,3.729,0.73,0,0,2.144,1.492,0
"2021-11-20 18:00:00",21,12.8,-2.736,89.4,2.023,233.8,2.013,0.317,0.088,222.6,0.088,234.3,35.53,38.31,20.24,305.4,306.1,18.06,0.053,0.53,18.12,0,0.841,-2.166,0,0,0.905,-2.137,0,0,0.846,-2.029,0,0,0.832,-2.062,0,0,0.857,-1.879,0,0,1.272,-1.102,0,0.006,2.556,0.02,0,0.046,3.806,0.725,0,0,2.143,1.492,0
"2021-11-20 19:00:00",22,12.82,-2.471,90.2,2.023,223.5,2.014,0.316,0.125,265.6,0.125,229.2,43.21,48.19,24.62,306.9,307.3,23.56,0.43,0.513,23.99,0,0.886,-1.699,0,0,0.871,-1.642,0,0,0.848,-1.543,0,0,0.861,-1.6,0,0,0.872,-1.478,0,0,1.288,-0.903,0,0.004,2.501,0.044,0,0.046,3.795,0.729,0,0,2.135,1.492,0
"2021-11-20 20:00:00",23,12.81,-2.439,92.5,1.857,234.3,1.848,0.482,0.084,161.2,0.084,218.8,32.8,37.86,19.87,307.2,308,17.99,0.073,0.529,18.06,0,0.875,-1.382,0,0,0.911,-1.311,0,0,0.834,-1.211,0,0,0.846,-1.263,0,0,0.857,-1.107,0,0,1.303,-0.718,0,0.006,2.557,0.063,0,0.046,3.814,0.73,0,0,2.138,1.487,0
"2021-11-20 21:00:00",24,12.82,-2.878,92.7,1.959,208.9,1.949,0.381,0.093,248.2,0.093,215.8,40.59,22.12,11.85,304.7,305.4,10.26,0.026,0.537,10.29,0,0.879,-1.999,0,0,0.902,-1.957,0,0,0.845,-1.848,0,0,0.857,-1.89,0,0,0.875,-1.392,0,0,1.286,-0.64,0,0.004,2.504,0.086,0,0.045,3.75,0.73,0,0,2.106,1.492,0
"2021-11-20 22:00:00",25,12.82,-3.308,91.3,1.983,203.9,1.971,0.359,0.429,199.3,0.429,214,40.22,20.36,10.85,302.4,303.5,9.49,-0.355,0.531,9.13,0,0.856,-2.657,0,0,0.892,-2.647,0,0,0.848,-2.534,0,0,0.862,-2.553,0,0,0.889,-1.775,0,0,1.295,-0.664,0,0.004,2.508,0.086,0,0.045,3.777,0.734,0,0,2.132,1.483,0
"2021-11-20 23:00:00",26,12.8,-3.513,91.8,1.984,219.3,1.971,0.359,0.389,232.2,0.389,215.6,38.79,12.37,6.378,301,302.1,5.994,-0.416,0.513,5.578,0,0.88,-3.067,0,0,0.888,-3.048,0,0,0.837,-2.964,0,0,0.835,-2.978,0,0,0.902,-2.081,0,0,1.294,-0.712,0,0.005,2.512,0.086,0,0.045,3.763,0.729,0,0,2.162,1.478,0
"2021-11-21 00:00:00",27,12.8,-3.716,95,1.987,235,1.973,0.357,0.204,140.7,0.204,225.4,60.46,1.404,0.642,299.7,301.6,0.763,-1.022,0.242,-0.259,0,0.872,-3.377,0,0,0.892,-3.382,0,0,0.835,-3.321,0,0,0.831,-3.306,0,0,0.903,-2.346,0,0,1.289,-0.783,0,0.005,2.518,0.086,0,0.046,3.801,0.725,0,0,2.138,1.482,0
"2021-11-21 01:00:00",28,12.8,-4.334,90.4,1.82,234.2,1.806,0.524,0.093,174.8,0.093,192.9,31.66,-0.573,-0.001,296.7,298.1,-0.575,-0.386,0.006,-0.961,0,0.895,-3.973,0,0,0.885,-4.001,0,0,0.839,-3.931,0,0,0.854,-3.869,0,0,0.911,-2.546,0,0,1.299,-0.85,0,0.003,2.481,0.086,0,0.045,3.762,0.72,0,0,2.136,1.478,0
"2021-11-21 02:00:00",29,12.8,-4.91,88.2,1.95,219.9,1.932,0.398,0.112,3.95,0.112,192.9,52.3,-0.579,-0.001,294.1,296.2,-0.575,-0.889,0.003,-1.465,0,0.861,-4.667,0,0,0.876,-4.686,0,0,0.821,-4.62,0,0,0.829,-4.502,0,0,0.882,-2.76,0,0,1.286,-0.902,0,0.004,2.491,0.086,0,0.044,3.736,0.73,0,0,2.128,1.478,0
"2021-11-21 03:00:00",30,12.8,-5.394,89.6,1.957,212.6,1.937,0.393,0.049,211.7,0.049,209.6,41,-0.736,-0.001,292.8,294,-0.733,-1.223,0.002,-1.956,0,0.852,-5.118,0,0,0.906,-5.137,0,0,0.834,-5.043,0,0,0.828,-4.888,0,0,0.886,-2.982,0,0,1.29,-0.955,0,0.006,2.546,0.072,0,0.045,3.753,0.724,0,0,2.141,1.477,0
"2021-11-21 04:00:00",31,12.79,-6.181,89.2,1.962,219.4,1.94,0.39,0.097,133,0.097,209.5,37.3,-1.22,-0.002,288.5,287.7,-1.217,0.036,0.002,-1.181,0,0.863,-5.821,0,0,0.896,-5.84,0,0,0.838,-5.766,0,0,0.826,-5.582,0,0,0.902,-3.315,0,0,1.303,-1.026,0,0.005,2.525,0.067,0,0.044,3.745,0.72,0,0,2.119,1.473,0
"2021-11-21 05:00:00",32,12.78,-6.413,88,1.965,223.1,1.942,0.388,0.081,173.7,0.081,214.3,38.37,-0.656,-0.001,287.9,289.1,-0.656,-1.248,0,-1.904,0,0.852,-6.451,0,0,0.89,-6.465,0,0,0.839,-6.413,0,0,0.831,-6.193,0,0,0.889,-3.787,0,0,1.316,-1.122,0,0.005,2.516,0.067,0,0.044,3.738,0.72,0,0,2.14,1.473,0
"2021-11-21 06:00:00",33,12.78,-6.578,88.2,1.969,224.6,1.945,0.385,0.074,181.3,0.074,188.1,60.52,-0.728,-0.001,288.3,288.3,-0.723,-1.386,0.002,-2.109,0,0.86,-6.552,0,0,0.872,-6.57,0,0,0.813,-6.519,0,0,0.815,-6.321,0,0,0.884,-4.025,0,0,1.306,-1.231,0,0.004,2.49,0.048,0,0.046,3.784,0.72,0,0,2.146,1.473,0
"2021-11-21 07:00:00",34,12.77,-6.717,87.9,1.972,248.5,1.947,0.383,0.029,57.04,0.029,164.5,41.36,-0.532,0.001,288.2,288.9,-0.532,-1.925,0.002,-2.457,0,0.853,-6.627,0,0,0.884,-6.632,0,0,0.824,-6.584,0,0,0.812,-6.368,0,0,0.883,-4.183,0,0,1.297,-1.316,0,0.004,2.506,0.048,0,0.045,3.751,0.72,0,0,2.149,1.473,0
"2021-11-21 08:00:00",35,12.77,-6.86,90.9,1.87,314.9,1.847,0.483,0.006,165.9,0.006,342.9,14.45,-0.397,-0.001,288.9,289.2,-0.392,-2.085,0.004,-2.477,0,0.88,-6.706,0,0,0.889,-6.725,0,0,0.833,-6.659,0,0,0.821,-6.429,0,0,0.897,-4.247,0,0,1.292,-1.382,0,0.003,2.471,0.029,0,0.046,3.786,0.72,0,0,2.149,1.473,0
"2021-11-21 09:00:00",36,12.76,-7.261,90.8,1.972,239.9,1.945,0.385,0.038,109.5,0.038,61.46,27.34,-0.547,-0.002,286.6,286.3,-0.543,-1.203,0.003,-1.746,0,0.865,-6.963,0,0,0.88,-6.972,0,0,0.82,-6.902,0,0,0.824,-6.633,0,0,0.9,-4.311,0,0,1.323,-1.429,0,0.005,2.52,0.029,0,0.047,3.835,0.72,0,0,2.119,1.468,0
"2021-11-21 10:00:00",37,12.76,-7.966,89.8,1.977,212,1.948,0.382,0.076,0.461,0.076,60.78,45.2,-0.817,-0.002,282.5,281.1,-0.814,-0.11,0.003,-0.923,0,0.862,-7.664,0,0,0.884,-7.674,0,0,0.833,-7.622,0,0,0.822,-7.34,0,0,0.887,-4.587,0,0,1.28,-1.482,0,0.005,2.529,0.029,0,0.047,3.823,0.72,0,0,2.126,1.463,0
"2021-11-21 11:00:00",38,12.75,-8.73,91,1.984,233.3,1.952,0.378,0.082,10.67,0.082,78.79,66.26,-0.907,0,279.1,276.7,-0.904,0.662,0.003,-0.243,0,0.842,-8.61,0,0,0.873,-8.62,0,0,0.796,-8.58,0,0,0.811,-8.27,0,0,0.865,-5.048,0,0,1.309,-1.568,0,0.003,2.465,0.014,0,0.044,3.742,0.724,0,0,2.129,1.458,0
"2021-11-21 12:00:00",39,12.75,-8.57,87.5,1.986,251.3,1.954,0.376,0.313,232,0.313,210.3,66.58,-0.904,-0.002,279.7,277.6,-0.899,0.297,0.002,-0.601,0,0.859,-8.92,0,0,0.857,-8.95,0,0,0.807,-8.92,0,0,0.809,-8.62,0,0,0.894,-5.45,0,0,1.287,-1.695,0,0.004,2.508,0,0,0.045,3.763,0.72,0,0,2.137,1.459,0
"2021-11-21 13:00:00",40,12.74,-8.5,87.5,1.587,233.4,1.562,0.768,0.69,220.3,0.69,205.5,28.73,-1.144,-0.002,279.7,277.5,-1.142,0.537,0.001,-0.606,0,0.84,-8.69,0,0,0.879,-8.73,0,0,0.816,-8.73,0,0,0.811,-8.53,0,0,0.886,-5.505,0,0,1.295,-1.784,0,0.004,2.5,-0.014,0,0.045,3.778,0.72,0,0,2.172,1.458,0
